"Ausprägung","Jahr","Raumbezug","Mobilitätsziffer","außerstädtisch_Zugezogene","innerstädtisch_Zugezogene","außerstädtisch_Weggezogene","innerstädtisch_Weggezogene","mittlere_Hauptwohnsitzbevölkerung","BezirksID","Gesamtwegzug","Gesamtzuzug"
"nichtdeutsch",2004,"Feldmoching",517.6,2032,1628,1900,1449,13540.4,24,3349,3660
"nichtdeutsch",2004,"Laim",482.6,1141,1547,821,1384,10139.8,25,2205,2688
"nichtdeutsch",2003,"Stadt München",572.3,44034,42325,38313,42325,291787.8,26,80638,86359
"nichtdeutsch",2003,"Altstadt",618.6,799,550,638,595,4174.1,1,1233,1349
"nichtdeutsch",2003,"Ludwigsvorstadt",684.6,2322,2126,2108,2689,13504,2,4797,4448
"nichtdeutsch",2003,"Maxvorstadt",655.8,1953,1509,1653,1694,10382.8,3,3347,3462
"nichtdeutsch",2003,"Schwabing-West",676.8,2246,1992,1989,1882,11980.7,4,3871,4238
"nichtdeutsch",2003,"Haidhausen",554.1,1855,1656,1649,2021,12959.6,5,3670,3511
"nichtdeutsch",2003,"Sendling",497.9,1045,1243,914,1303,9048,6,2217,2288
"nichtdeutsch",2003,"Sendling-Westpark",473.5,1206,1541,792,1628,10913.1,7,2420,2747
"nichtdeutsch",2003,"Schwanthalerhöhe",479.2,1280,1217,1236,1129,10145.3,8,2365,2497
"nichtdeutsch",2003,"Neuhausen",600.9,2875,2540,2394,2895,17812.7,9,5289,5415
"nichtdeutsch",2003,"Moosach",526.2,1615,1440,1422,1386,11142.7,10,2808,3055
"nichtdeutsch",2003,"Milbertshofen",600.6,3206,3406,2725,3300,21041.7,11,6025,6612
"nichtdeutsch",2003,"Schwabing",686.6,3158,1981,2564,2006,14140.2,12,4570,5139
"nichtdeutsch",2003,"Bogenhausen",587.6,2192,1781,1849,1507,12472.1,13,3356,3973
"nichtdeutsch",2003,"Berg am Laim",460.8,896,1302,929,1300,9608.2,14,2229,2198
"nichtdeutsch",2003,"Trudering",916,1997,1531,2174,1234,7572.4,15,3408,3528
"nichtdeutsch",2003,"Ramersdorf",438.4,2616,3520,2219,3152,26245,16,5371,6136
"nichtdeutsch",2003,"Obergiesing",679.7,2692,1611,1853,2187,12274.5,17,4040,4303
"nichtdeutsch",2003,"Untergiesing",580.8,1323,1425,1082,1438,9070.6,18,2520,2748
"nichtdeutsch",2003,"Thalkirchen",544.1,1821,2160,1813,1956,14242.7,19,3769,3981
"nichtdeutsch",2003,"Hadern",496.7,1060,1166,891,942,8171.3,20,1833,2226
"nichtdeutsch",2003,"Pasing",658.3,1812,1783,1564,1632,10316.4,21,3196,3595
"nichtdeutsch",2003,"Aubing",560.3,799,1184,808,992,6752.3,22,1800,1983
"nichtdeutsch",2003,"Allach",531.9,537,594,561,696,4489.6,23,1257,1131
"nichtdeutsch",2003,"Feldmoching",478.3,1707,1616,1602,1474,13379.3,24,3076,3323
"nichtdeutsch",2003,"Laim",465.7,1022,1450,876,1284,9947,25,2160,2472
"nichtdeutsch",2002,"Stadt München",572.8,48478,36269,43542,36269,287292.5,26,79811,84747
"nichtdeutsch",2002,"Altstadt",678.2,848,506,821,608,4103.4,1,1429,1354
"nichtdeutsch",2002,"Ludwigsvorstadt",700.7,2742,1989,2633,2291,13778.5,2,4924,4731
"nichtdeutsch",2002,"Maxvorstadt",722,2237,1421,2236,1535,10289.3,3,3771,3658
"nichtdeutsch",2002,"Schwabing-West",655.4,2110,1670,2048,1856,11724.7,4,3904,3780
"nichtdeutsch",2002,"Haidhausen",560.5,2177,1532,1939,1624,12973.8,5,3563,3709
"nichtdeutsch",2002,"Sendling",501.7,1226,1077,1131,1061,8959.2,6,2192,2303
"nichtdeutsch",2002,"Sendling-Westpark",463.2,1306,1234,1052,1380,10734.6,7,2432,2540
"nichtdeutsch",2002,"Schwanthalerhöhe",493.6,1459,1094,1384,1020,10041.9,8,2404,2553
"nichtdeutsch",2002,"Neuhausen",623.3,3417,2181,3033,2488,17839.8,9,5521,5598
"nichtdeutsch",2002,"Moosach",508.9,1701,1159,1595,1098,10911,10,2693,2860
"nichtdeutsch",2002,"Milbertshofen",545.3,3208,2673,2466,2834,20504.3,11,5300,5881
"nichtdeutsch",2002,"Schwabing",724.1,3095,2074,2892,1880,13728.8,12,4772,5169
"nichtdeutsch",2002,"Bogenhausen",568.6,2038,1550,1994,1271,12051.9,13,3265,3588
"nichtdeutsch",2002,"Berg am Laim",454.6,1098,1187,1032,1009,9516.2,14,2041,2285
"nichtdeutsch",2002,"Trudering",792.6,1953,1185,1476,943,7011.4,15,2419,3138
"nichtdeutsch",2002,"Ramersdorf",416.9,2886,2703,2636,2580,25917.7,16,5216,5589
"nichtdeutsch",2002,"Obergiesing",748.7,3421,1350,2348,1927,12082.1,17,4275,4771
"nichtdeutsch",2002,"Untergiesing",585.4,1354,1304,1287,1265,8900.6,18,2552,2658
"nichtdeutsch",2002,"Thalkirchen",583.7,2489,1794,2317,1646,14125.9,19,3963,4283
"nichtdeutsch",2002,"Hadern",497.4,1145,1052,861,831,7819,20,1692,2197
"nichtdeutsch",2002,"Pasing",670.8,1992,1446,1855,1421,10008.7,21,3276,3438
"nichtdeutsch",2002,"Aubing",550.1,843,1044,870,945,6730.3,22,1815,1887
"nichtdeutsch",2002,"Allach",491.7,652,504,661,451,4612.7,23,1112,1156
"nichtdeutsch",2002,"Feldmoching",497.9,1947,1439,1947,1227,13175.6,24,3174,3386
"nichtdeutsch",2002,"Laim",445.2,1134,1101,1028,1078,9751.3,25,2106,2235
"nichtdeutsch",2001,"Stadt München",591,50668,38320,41093,38320,284941.7,26,79413,88988
"nichtdeutsch",2001,"Altstadt",718.8,995,570,812,679,4251.6,1,1491,1565
"nichtdeutsch",2001,"Ludwigsvorstadt",697.1,2889,2012,2624,2418,14263.8,2,5042,4901
"nichtdeutsch",2001,"Maxvorstadt",700.3,2348,1439,1909,1623,10450.6,3,3532,3787
"nichtdeutsch",2001,"Schwabing-West",660.5,2565,1641,1768,1592,11455.3,4,3360,4206
"nichtdeutsch",2001,"Haidhausen",575.2,2143,1551,2082,1749,13082,5,3831,3694
"nichtdeutsch",2001,"Sendling",526.3,1113,1309,1057,1227,8942.5,6,2284,2422
"nichtdeutsch",2001,"Sendling-Westpark",518.9,1578,1406,1000,1622,10803,7,2622,2984
"nichtdeutsch",2001,"Schwanthalerhöhe",513.3,1490,1135,1465,1166,10239.1,8,2631,2625
"nichtdeutsch",2001,"Neuhausen",653.4,3690,2341,2961,2775,18009,9,5736,6031
"nichtdeutsch",2001,"Moosach",549.4,1770,1431,1561,1202,10855.3,10,2763,3201
"nichtdeutsch",2001,"Milbertshofen",564.1,3310,2721,2502,2851,20182.5,11,5353,6031
"nichtdeutsch",2001,"Schwabing",695.1,3266,1779,2145,1837,12985.8,12,3982,5045
"nichtdeutsch",2001,"Bogenhausen",568.9,2167,1395,1785,1305,11693.3,13,3090,3562
"nichtdeutsch",2001,"Berg am Laim",505.4,1290,1332,1031,1142,9488.1,14,2173,2622
"nichtdeutsch",2001,"Trudering",813.7,1716,1323,1373,755,6350.2,15,2128,3039
"nichtdeutsch",2001,"Ramersdorf",443.4,3052,3151,2319,2946,25863.4,16,5265,6203
"nichtdeutsch",2001,"Obergiesing",867.8,3764,1506,2799,2382,12043.3,17,5181,5270
"nichtdeutsch",2001,"Untergiesing",598.1,1361,1429,1144,1336,8811,18,2480,2790
"nichtdeutsch",2001,"Thalkirchen",596.1,2381,2037,1961,1772,13673.8,19,3733,4418
"nichtdeutsch",2001,"Hadern",491.2,1012,1015,857,841,7583.6,20,1698,2027
"nichtdeutsch",2001,"Pasing",637.3,1853,1473,1587,1360,9842.7,21,2947,3326
"nichtdeutsch",2001,"Aubing",515.3,972,880,865,706,6642.8,22,1571,1852
"nichtdeutsch",2001,"Allach",572,739,597,753,568,4645.2,23,1321,1336
"nichtdeutsch",2001,"Feldmoching",510.3,2002,1575,1876,1214,13063.9,24,3090,3577
"nichtdeutsch",2001,"Laim",471.5,1202,1272,857,1252,9720.3,25,2109,2474
"nichtdeutsch",2000,"Stadt München",601.1,47381,41007,38575,41007,279435.8,26,79582,88388
"nichtdeutsch",2000,"Altstadt",762.4,1079,621,786,682,4155.5,1,1468,1700
"nichtdeutsch",2000,"Ludwigsvorstadt",684.7,2770,2194,2296,2443,14170.7,2,4739,4964
"nichtdeutsch",2000,"Maxvorstadt",667.6,2161,1384,1747,1601,10324.3,3,3348,3545
"nichtdeutsch",2000,"Schwabing-West",663.9,2242,1647,1664,1714,10945.3,4,3378,3889
"nichtdeutsch",2000,"Haidhausen",548,2088,1574,1675,1926,13253.2,5,3601,3662
"nichtdeutsch",2000,"Sendling",532.6,1203,1145,1047,1400,9003.4,6,2447,2348
"nichtdeutsch",2000,"Sendling-Westpark",558.5,1673,1396,1042,1821,10620.7,7,2863,3069
"nichtdeutsch",2000,"Schwanthalerhöhe",492.1,1343,1177,1124,1341,10130.9,8,2465,2520
"nichtdeutsch",2000,"Neuhausen",631.9,3152,2664,2419,2998,17775.7,9,5417,5816
"nichtdeutsch",2000,"Moosach",590,1852,1529,1435,1370,10484.4,10,2805,3381
"nichtdeutsch",2000,"Milbertshofen",608.4,3050,3266,2535,3294,19962.3,11,5829,6316
"nichtdeutsch",2000,"Schwabing",721.8,2704,1965,2265,2186,12635.6,12,4451,4669
"nichtdeutsch",2000,"Bogenhausen",634,2367,1509,1794,1537,11368.3,13,3331,3876
"nichtdeutsch",2000,"Berg am Laim",554.6,1092,1779,926,1194,8999.8,14,2120,2871
"nichtdeutsch",2000,"Trudering",883.1,1415,1277,1623,784,5773.8,15,2407,2692
"nichtdeutsch",2000,"Ramersdorf",446.1,2705,3508,2214,2919,25436.4,16,5133,6213
"nichtdeutsch",2000,"Obergiesing",783.9,3327,1522,2376,2108,11905.2,17,4484,4849
"nichtdeutsch",2000,"Untergiesing",596.6,1340,1390,1004,1351,8522.9,18,2355,2730
"nichtdeutsch",2000,"Thalkirchen",619.6,2295,1910,2268,1832,13403.4,19,4100,4205
"nichtdeutsch",2000,"Hadern",457.8,847,1028,636,884,7415.7,20,1520,1875
"nichtdeutsch",2000,"Pasing",701.9,1914,1632,1582,1588,9568.8,21,3170,3546
"nichtdeutsch",2000,"Aubing",499,841,965,707,715,6469,22,1422,1806
"nichtdeutsch",2000,"Allach",643.7,910,602,874,668,4744.5,23,1542,1512
"nichtdeutsch",2000,"Feldmoching",542,1972,1949,1701,1339,12842.6,24,3040,3921
"nichtdeutsch",2000,"Laim",478.8,1039,1374,835,1312,9523.5,25,2147,2413
